"osm_id","amenity","house_number","road","suburb","city_district","district","state","postcode","country","iso3166"
5367303510,"","","Bourke Street Cycleway","Surry Hills","","","New South Wales","2010","Australia","AU-NSW"
523568426,"Donvale Rehabilitation Hospital","1119","Doncaster Road","Donvale","","","Victoria","3111","Australia","AU-VIC"
5389551363,"Mentone Dental","","Balcombe Road","Mentone","","","Victoria","3194","Australia","AU-VIC"
6341247785,"","1-21","Pettigrew Street","","","Greater Brisbane","Queensland","4510","Australia","AU-QLD"
797244167,"My Chemist","","Montpelier Retreat","Battery Point","","","Tasmania","7004","Australia","AU-TAS"
254020897,"Capital Pathology","","Edgar Street","Ainslie","","District of Canberra Central","","2602","Australia","AU-ACT"
767172011,"Pepins Pharmacy","","Western Highway Service Road","Caroline Springs","","","Victoria","3023","Australia","AU-VIC"
7315060194,"","","Noila Street","Grovedale","","","Victoria","3216","Australia","AU-VIC"
2790217035,"","","Howick Street","Bathurst","","","New South Wales","2795","Australia","AU-NSW"
2292066495,"","","Albert Street","East Melbourne","","","Victoria","3002","Australia","AU-VIC"
2077328618,"Whitsunday Doctors Service","","Broadwater Avenue","","Airlie Beach","","Queensland","","Australia","AU-QLD"
7502282081,"","71","Hotham Street","","","","Victoria","3844","Australia","AU-VIC"
752604201,"Victoria Harbour Pharmacy + News","","Import Lane","Docklands","","","Victoria","3008","Australia","AU-VIC"
2841603768,"","","Rainbow Street","Randwick","","","New South Wales","2031","Australia","AU-NSW"
3950076737,"Good Price Pharmacy Warehouse","","Karel Avenue","Jandakot","","","Western Australia","6149","Australia","AU-WA"
4793461621,"","100","St Georges Terrace","","Perth","","Western Australia","6000","Australia","AU-WA"
6961299768,"Wizard","","Victoria Street","","Bunbury","","Western Australia","6230","Australia","AU-WA"
2337835274,"Pharmacy Health","","Iluka Street","Narrabundah","","District of Canberra Central","","2604","Australia","AU-ACT"
5269671990,"Chemist Warehouse","","Wimbledon Avenue","Elwood","","","Victoria","3183","Australia","AU-VIC"
6926072577,"Chemist Warehouse","5","Emerald Hills Boulevard","Leppington","","","New South Wales","2179","Australia","AU-NSW"
1346724533,"Mount Warren Park Chemist","","Mount Warren Boulevard","Mount Warren Park","Mount Warren Park","Greater Brisbane","Queensland","4207","Australia","AU-QLD"
3827756687,"","98","Marine Parade","Southport","","","Queensland","4215","Australia","AU-QLD"
1951526020,"","","Hughie Edwards Drive","Merriwa","","","Western Australia","6036","Australia","AU-WA"
1143293038,"","","North Lake Road","Cockburn Central","","","Western Australia","6164","Australia","AU-WA"
5497768908,"Dr Ludmilla Collins, Obstetrician and Gynecologist","","Kareena Road","Miranda","","","New South Wales","2228","Australia","AU-NSW"
2517042690,"Dentists @ Canning Vale","87","Catalano Circuit","Canning Vale","","","Western Australia","6155","Australia","AU-WA"
4214963285,"Castlemaine Health","","Odgers Road","","","","Victoria","3450","Australia","AU-VIC"
6178008658,"Women's Wellbeing Clinic","","Logan Road","Greenslopes","Greenslopes","Greater Brisbane","Queensland","4120","Australia","AU-QLD"
7365606535,"","","Russell Street","South Brisbane","West End","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
1451310701,"Good Price Pharmacy","","Anzac Avenue","Rothwell","Rothwell","Greater Brisbane","Queensland","4022","Australia","AU-QLD"
1564597730,"Good Friends Roast Duck House","","Southdown Place","Thornlie","","","Western Australia","6108","Australia","AU-WA"
4601038093,"Cafe on Hampton","","Hampton Road","","","","Western Australia","6162","Australia","AU-WA"
6571975085,"","","Mills Lane","","","","New South Wales","2067","Australia","AU-NSW"
5235987921,"","","Mains Road","Sunnybank","Sunnybank","Greater Brisbane","Queensland","4109","Australia","AU-QLD"
5434235550,"Dr. Mervat Akladious GP","","Auburn Road","Auburn","","","New South Wales","2144","Australia","AU-NSW"
3298273457,"Coober Pedy Pharmacy","","Halliday Place","","","","South Australia","5723","Australia","AU-SA"
6287472400,"","","Miller Street","Epping","","","Victoria","3075","Australia","AU-VIC"
678997270,"Specialist Medical Centre","","Glen Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
5289591287,"Koongamia Child Health Centre","","Mudalla Way","Koongamia","","","Western Australia","6070","Australia","AU-WA"
3926271657,"Semaphore Footcare Clinic","2/93","Semaphore Road","Semaphore","","","South Australia","5019","Australia","AU-SA"
5404620953,"Bay Healthcare - Medical Centre","","Bay Street","Rockdale","","","New South Wales","2216","Australia","AU-NSW"
6865349635,"Experteeth Dental Narrabri","","Maitland Street","","","","New South Wales","2390","Australia","AU-NSW"
4814487822,"Baskin-Robbins","3/200","Oxford Street","Bulimba","Bulimba","Greater Brisbane","Queensland","4171","Australia","AU-QLD"
6164774527,"","355","Bluff Road","Hampton","","","Victoria","3188","Australia","AU-VIC"
5589387379,"","","Main Street","","","","Victoria","3340","Australia","AU-VIC"
6731730991,"Chemist Warehouse","","Howard Avenue","Dee Why","","","New South Wales","2099","Australia","AU-NSW"
6162630721,"","","Thelma Street","Como","","","Western Australia","6152","Australia","AU-WA"
5946604285,"St Stephen's Hospital","","Medical Place","Urraween","Urraween","","Queensland","4655","Australia","AU-QLD"
1939135859,"","","Hood Street","","","","Queensland","4343","Australia","AU-QLD"
6466524035,"Cooloola Pharmacy","","Dolphin Avenue","","Tin Can Bay","","Queensland","","Australia","AU-QLD"
3333722252,"Waverley Road Medical Clinic","","Dominion Avenue","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
6656704233,"","2","Mitchell Street","Fairfield","","","Victoria","3078","Australia","AU-VIC"
5256988385,"Benson Radiology","","Peachey Road","Munno Para","","","South Australia","5115","Australia","AU-SA"
520651253,"Tara Pharmacy","","Day Street","","Tara","","Queensland","","Australia","AU-QLD"
6062403089,"University of Canberra","","University Drive","Bruce","","","","2617","Australia","AU-ACT"
6533447159,"Vision Radiology","364","Sydney Road","Coburg","","","Victoria","3058","Australia","AU-VIC"
2546371337,"EK Dental Surgery","230","Springvale Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
6849207600,"","477","The Parade","Magill","","","South Australia","5072","Australia","AU-SA"
6782468768,"Morgan's Health Centre","59","Drayton Street","","Nanango","","Queensland","","Australia","AU-QLD"
6006544981,"","","Kyle Road","Adamstown","","","New South Wales","2289","Australia","AU-NSW"
763661472,"Post Office Pharmacy","","The Strand","Burwood Council","","","New South Wales","2132","Australia","AU-NSW"
4787230347,"Beach Street Family Medicine","61","Beach Street","Frankston","","","Victoria","3199","Australia","AU-VIC"
1464000787,"Guardian Pharmacy","","The Circle","Altona North","","","Victoria","3025","Australia","AU-VIC"
5203791309,"Clinic Dr. Le Kim Thu","11","Windsor Avenue","Springvale","","","Victoria","3171","Australia","AU-VIC"
4481010091,"QUT Garden Points campus","2","George Street","Brisbane City","Brisbane City","","Queensland","4000","Australia","AU-QLD"
2486708539,"","","Rostrata Avenue","Willetton","","","Western Australia","6155","Australia","AU-WA"
4691628547,"Smiles on South","","South Parade","Campsie","","","New South Wales","2194","Australia","AU-NSW"
4308263751,"","888","Toorak Road","Camberwell","","","Victoria","3214","Australia","AU-VIC"
7088243503,"","38","Ardross Street","Applecross","","","Western Australia","6153","Australia","AU-WA"
2405922746,"Dover Multi-Purpose Health Centre","","Chapman Avenue","","","","Tasmania","7117","Australia","AU-TAS"
6318169716,"","12","Waterloo Street","Narrabeen","","","New South Wales","2101","Australia","AU-NSW"
5517711087,"Macedon Chiropractic Dr Anna Kennedy","26","Victoria Street","","","","Victoria","3440","Australia","AU-VIC"
5152972921,"Blackburn Road Medical Centre","","Nonda Avenue","Doncaster East","","","Victoria","3109","Australia","AU-VIC"
4550090506,"Forker Medical","","Bolsover Street","Rockhampton City","Rockhampton City","","Queensland","4700","Australia","AU-QLD"
5065278722,"","","Vulture Street","Woolloongabba","East Brisbane","Greater Brisbane","Queensland","4102","Australia","AU-QLD"
6975794953,"Walloon Pharmacy","","Queen Street","","Walloon","Greater Brisbane","Queensland","","Australia","AU-QLD"
2712283130,"","","Gympie Road","Chermside","Chermside","Greater Brisbane","Queensland","4032","Australia","AU-QLD"
3617634593,"Chemist Warehouse","","Norton Street","Leichhardt","","","New South Wales","2040","Australia","AU-NSW"
5253561158,"","","Jacksons Road","Noble Park North","","","Victoria","3170","Australia","AU-VIC"
6356026032,"","328-336","North Rocks Road","North Rocks","","","New South Wales","2151","Australia","AU-NSW"
7041170611,"Priceline Pharmacy","","East Mall","Rutherford","","","New South Wales","2320","Australia","AU-NSW"
990051887,"Biripi Aboriginal Corporation Medical Centre","","Edwards Drive","Purfleet","","","New South Wales","2430","Australia","AU-NSW"
7005769386,"","","Strand Arcade","Sydney","","","New South Wales","2000","Australia","AU-NSW"
572593876,"Mt Colah Pharmacy","","Pacific Highway","Mount Colah","","","New South Wales","2079","Australia","AU-NSW"
2290022371,"Amcal","","Princes Way","","","","Victoria","3818","Australia","AU-VIC"
6040816144,"Monash Medical Centre Moorabbin","","Loading Bay","Bentleigh East","","","Victoria","3165","Australia","AU-VIC"
2059394292,"","","Mitchell Road","Darling Point","","","New South Wales","2027","Australia","AU-NSW"
4918120954,"Dentists on Vincent","","Vincent Street","Leederville","","","Western Australia","6007","Australia","AU-WA"
6086592691,"","361","Sydney Road","Balgowlah","","","New South Wales","2093","Australia","AU-NSW"
6618983504,"","125","Belgrave - Gembrook Road","Selby","","","Victoria","3159","Australia","AU-VIC"
706916776,"","207-361","Flinders Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
832508110,"Lorne Community Hospital","","Albert Street","","","","Victoria","3232","Australia","AU-VIC"
7115283969,"Morrin Dental","","Hunter Street Mall","Newcastle","","","New South Wales","2300","Australia","AU-NSW"
3520910003,"Patel's Pharmacy","","Brunswick Street","Fitzroy","","","Victoria","3065","Australia","AU-VIC"
2494868812,"Peak Hill Medical Centre","93","Euchie Street","","","","New South Wales","2869","Australia","AU-NSW"
6965327164,"","","Airlie Main Street","","Airlie Beach","","Queensland","","Australia","AU-QLD"
5509617949,"","","Main Street","Springfield Central","Springfield Central","Greater Brisbane","Queensland","4300","Australia","AU-QLD"
2902997364,"Amcal","26","Binney Street","","Euroa","","Victoria","3666","Australia","AU-VIC"
3777693062,"Coral Coast Pharmacy","","Murdochs Road","","Moore Park Beach","","Queensland","","Australia","AU-QLD"
2295421809,"","","Brisbane Valley Rail Trail","","Fernvale","","Queensland","","Australia","AU-QLD"
619119214,"Pickford Pharmacy","177-179","Elgin Street","Carlton","","","Victoria","3503","Australia","AU-VIC"
2577731592,"Tingha Multi Purpose Service","","Guyra Road","","","","New South Wales","2369","Australia","AU-NSW"
2586577191,"Heidelberg West Pharmacy","555","Waterdale Road","Heidelberg West","","","Victoria","3081","Australia","AU-VIC"
3825425975,"Borroloola Health Centre","","Garawa Street","","","","","","Australia","AU-NT"
4313811304,"","127","High Street","","Wodonga","","Victoria","3690","Australia","AU-VIC"
1861087654,"","","Belmont Park Avenue","Kirwan","Kirwan","","Queensland","4814","Australia","AU-QLD"
1326569187,"","","Lathlain Street","Belconnen","","","","2617","Australia","AU-ACT"
282465560,"","","Arthur Street","Unley","","","South Australia","5061","Australia","AU-SA"
1823027224,"","","Treelands Drive","","","","New South Wales","2464","Australia","AU-NSW"
5960364313,"West End Denture Clinic","","Boundary Street","West End","West End","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
1940835198,"Youngtown Pharmacy","","Hobart Road","Youngtown","","","Tasmania","7249","Australia","AU-TAS"
4546305893,"Medical Center","","Liverpool Mall","","","","New South Wales","2170","Australia","AU-NSW"
6714681685,"","","Lane Cove Plaza","Lane Cove","","","New South Wales","2066","Australia","AU-NSW"
3719873210,"Campsie Family Medical Centre","","Beamish Street","Campsie","","","New South Wales","2194","Australia","AU-NSW"
3359308434,"","","Birkdale Road","Birkdale","Birkdale","Greater Brisbane","Queensland","4159","Australia","AU-QLD"
7035357283,"Sydney Hospital","","Martin Place","Sydney","","","New South Wales","2000","Australia","AU-NSW"
3700611392,"","","Bonar Street","Wolli Creek","","","New South Wales","2205","Australia","AU-NSW"
5099943838,"Taste Baguette","","Darling Street","Balmain","","","New South Wales","2041","Australia","AU-NSW"
436781741,"Hawthorn House","100","Flinders Street","Mount Hawthorn","","","Western Australia","6018","Australia","AU-WA"
3284407781,"WIlora Health Centre","","Anmatjere Street","","Wilora","","","","Australia","AU-NT"
6016847194,"Clarinda Medical Centre","","Centre Road","Clarinda","","","Victoria","3169","Australia","AU-VIC"
3409774781,"Glenmount Medical Clinic","","Hunter Street","Glen Waverley","","","Victoria","3149","Australia","AU-VIC"
6735227303,"Elanora Heights Medical Practice","69","Kalang Road","Elanora Heights","","","New South Wales","2101","Australia","AU-NSW"
5903161731,"","","Forsyth Street","","","","South Australia","5600","Australia","AU-SA"
4175616469,"","1","Bell Place","Mudgeeraba","Mudgeeraba","","Queensland","4213","Australia","AU-QLD"
7127087462,"Warrandyte Road Clinic","44","Warrandyte Road","Ringwood","","","Victoria","3134","Australia","AU-VIC"
2508428183,"Leeming Chemmart Pharmacy","","Farrington Road","Leeming","","","Western Australia","6149","Australia","AU-WA"
2496221334,"Campbell Primary School","","Campbell Road","Canning Vale","","","Western Australia","6110","Australia","AU-WA"
6085894312,"Crows Nest Pharmacy","3","Toowoomba Road","","Crows Nest","","Queensland","4355","Australia","AU-QLD"
4512860939,"Texas Multipurpose Health Service","","Mingoola Road","","Texas","","Queensland","4385","Australia","AU-QLD"
3148788168,"Northwest Dental","","Goldie Street","","","","Tasmania","7325","Australia","AU-TAS"
577519937,"","227","Warrigal Road","Cheltenham","","","Victoria","3192","Australia","AU-VIC"
7806417700,"coastal dental care","","Kingscliff Street","","","","New South Wales","2487","Australia","AU-NSW"
3894051976,"Kangaroo Valley Medical Centre","","Broughton Street","","","","New South Wales","2577","Australia","AU-NSW"
6698602888,"Blooms The Chemist","","Anzac Parade","Kingsford","","","New South Wales","2032","Australia","AU-NSW"
718393606,"","2","Windsor Road","Red Hill","Red Hill","","Queensland","4059","Australia","AU-QLD"
5242329400,"Advance Healthcare","","East Esplanade","St Albans","","","Victoria","3021","Australia","AU-VIC"
1781664542,"Artz & Kay Pharmacy","","Lava Street","","","","Victoria","3280","Australia","AU-VIC"
7862251316,"","","Cumberland Way","Beldon","","","Western Australia","6027","Australia","AU-WA"
304477005,"","","Knox Place","Knoxfield","","","Victoria","3180","Australia","AU-VIC"
2139909580,"Revesby North Pharmacy","","The River Road","Revesby","","","New South Wales","2212","Australia","AU-NSW"
1068765088,"Northcote Medical","1-2","Robbs Parade","Northcote","","","Victoria","3070","Australia","AU-VIC"
6866226075,"The Kingsway Family Dental","","The Kingsway","Wentworthville","","","New South Wales","2145","Australia","AU-NSW"
6829200454,"Mitchell Healthcare","","Murphy Street","","","","Victoria","3676","Australia","AU-VIC"
4338340505,"","26","Uralba Street","Lismore","","","New South Wales","2480","Australia","AU-NSW"
5977601658,"Boyup Brook Pharmacy","","Abel Street","","","","Western Australia","","Australia","AU-WA"
6566975001,"Gosford Family Dentists","1","William Street","Gosford","","","New South Wales","2250","Australia","AU-NSW"
559831208,"Milton Ulladulla","","Gumley Lane","","","","New South Wales","2538","Australia","AU-NSW"
4206825200,"","5","Moores Road","Monbulk","","","Victoria","3793","Australia","AU-VIC"
7113305887,"","190","Currumburra Road","Ashmore","Ashmore","","Queensland","4214","Australia","AU-QLD"
6389831986,"","","Hindmarsh Square","Adelaide","","","South Australia","5000","Australia","AU-SA"
3780690074,"Hahndorf Surgery","","Mount Barker Road - Main Street","","","","South Australia","5245","Australia","AU-SA"
7760142918,"","","Daphne Street","Prospect","","","South Australia","5082","Australia","AU-SA"
4175616470,"","1","Bell Place","Mudgeeraba","Mudgeeraba","","Queensland","4213","Australia","AU-QLD"
3167261112,"","","Bamburgh Street","Jacana","","","Victoria","3047","Australia","AU-VIC"
1363204571,"Westpac","","East Concourse","Beaumaris","","","Victoria","3193","Australia","AU-VIC"
1687117155,"","","Catalina Road","Lange","","","Western Australia","6330","Australia","AU-WA"
4841429274,"Marryatville Dental Surgery","241","Kensington Road","Kensington Park","","","South Australia","5068","Australia","AU-SA"
6200174729,"","79-81","West Burleigh Road","Burleigh Heads","","","Queensland","4220","Australia","AU-QLD"
3645174097,"Active Physiotherapy Solutions","","Walker Street","Svensson Heights","","","Queensland","","Australia","AU-QLD"
6839822385,"","","Dollery Drive","","","","Tasmania","7050","Australia","AU-TAS"
2573959551,"Evan Street Denture Clinic","19","Evan Street","Penrith","","","New South Wales","2750","Australia","AU-NSW"
598421324,"","","Charles Street","Warners Bay","","","New South Wales","2282","Australia","AU-NSW"
3252923366,"Bayside Medical Centre","7","Beach Road","Sandy Bay","","","Tasmania","7005","Australia","AU-TAS"
697352043,"Huntingdale Pharmacy","","Redfox Crescent","Huntingdale","","","Western Australia","6110","Australia","AU-WA"
5295514702,"Discover Pharmacy + Compounding","","Discovery Point Village Square","Wolli Creek","","","New South Wales","2205","Australia","AU-NSW"
6782485793,"QML Pathology","1/43","Fitzroy Street","","Nanango","","Queensland","","Australia","AU-QLD"
675439290,"Health at Campbelltown","","Lower North East Road","Campbelltown City Council","","","South Australia","5074","Australia","AU-SA"
3981216562,"Priceline Pharmacy","","Liverpool Street","Sydney","","","New South Wales","2000","Australia","AU-NSW"
7118351327,"","","Steel Street","Newcastle West","","","New South Wales","2302","Australia","AU-NSW"
801673597,"Nowra Private Hospital","","McKinnon Street","","","","New South Wales","2541","Australia","AU-NSW"
3418731864,"Medical Suites","","William Street","Allenstown","Allenstown","","Queensland","4700","Australia","AU-QLD"
7651709661,"","","Leonard Street","Victoria Park","","","Western Australia","6100","Australia","AU-WA"
1032744174,"Maryborough Amcal Pharmacy","72","Walker Street","","","","Queensland","4650","Australia","AU-QLD"
1682324002,"hacienda pharmacy","","Albany Highway","Centennial Park","","","Western Australia","6330","Australia","AU-WA"
2428758442,"Water potable","","Veal Street","","","","Western Australia","6348","Australia","AU-WA"
700694189,"","286","Russell Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
3427856167,"","","Opal Court","","West Wodonga","","Victoria","3690","Australia","AU-VIC"
6309504165,"Saisch Dental Care","520","Collins Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
854636415,"","","North East Road","St Agnes","","","South Australia","5097","Australia","AU-SA"
652309865,"Fitzroy Community Health Centre","75","Brunswick Street","Fitzroy","","","Victoria","3065","Australia","AU-VIC"
4396939589,"","18","Park Avenue","Coffs Harbour","","","New South Wales","2450","Australia","AU-NSW"
761884589,"","","Hospital Road","","","","Queensland","4560","Australia","AU-QLD"
5517711054,"Dermedique Slin Care","","High Street","Glen Iris","","","Victoria","3146","Australia","AU-VIC"
2494870649,"Peak Hill Multi Purpose Service","4746","Caswell Street","","","","New South Wales","2869","Australia","AU-NSW"
1982390975,"","151","Kurrajong Road","Narre Warren","","","Victoria","3805","Australia","AU-VIC"
6856369170,"","119-121","Neil Street","","Toowoomba City","","Queensland","4350","Australia","AU-QLD"
4691937817,"Chiropractic at Magill","","Magill Road","Campbelltown City Council","","","South Australia","5072","Australia","AU-SA"
5472109983,"Melbourne Endoscopy","","Clayton Road","Clayton","","","Victoria","3800","Australia","AU-VIC"
334381795,"","","South Road","Mile End","","","South Australia","5031","Australia","AU-SA"
6280323842,"Barefoot Physiotherapy","28","Curzon Street","Tennyson","Tennyson","Greater Brisbane","Queensland","4105","Australia","AU-QLD"
2339241678,"","","Bringelly Road","Orchard Hills","","","New South Wales","2747","Australia","AU-NSW"
1387114186,"Amcal","","Riversdale Road","Surrey Hills","","","Victoria","3128","Australia","AU-VIC"
5128460470,"Prime Dental Group","","High Street","Thornbury","","","Victoria","3071","Australia","AU-VIC"
2339241632,"","","Bringelly Road","Orchard Hills","","","New South Wales","2747","Australia","AU-NSW"
2449104886,"Orthosmile","","Gympie Road","Chermside","Chermside","Greater Brisbane","Queensland","4032","Australia","AU-QLD"
7241429101,"kurrajong Village Medical Centre","","Old Bells Line of Road","","","","New South Wales","2758","Australia","AU-NSW"
6923755611,"Ellen Health South Fremantle","","Hampton Road","South Fremantle","","","Western Australia","6162","Australia","AU-WA"
5631723521,"","","Bellew Street","Beenleigh","Beenleigh","Greater Brisbane","Queensland","4207","Australia","AU-QLD"
2160885414,"Priceline Pharmacy","","Jenke Circuit","Kambah","","","","2902","Australia","AU-ACT"
4631035395,"Old Royal Women's Hospital Car Park","","Dorrit Street","Carlton","","","Victoria","3053","Australia","AU-VIC"
2389305885,"","","Sarina Beach Road","","Sarina","","Queensland","","Australia","AU-QLD"
5199457864,"Currumbin Medical Centre","1","Fielding Street","Currumbin","","","Queensland","4223","Australia","AU-QLD"
995593324,"","","Kerrie Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
3148788158,"James Muir Community Health Centre","","Hogg Street","","","","Tasmania","7325","Australia","AU-TAS"
818538199,"","24","Gladstone Road","Highgate Hill","Highgate Hill","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
5656138621,"Dianella Family Medical Centre","","Grand Promenade","Dianella","","","Western Australia","6059","Australia","AU-WA"
3912947700,"Cummins and District Memorial Hospital","","Tumby Bay Road","","","","South Australia","5631","Australia","AU-SA"
4817002621,"","80","Grenfell Street","Adelaide","","","South Australia","5000","Australia","AU-SA"
6917396485,"Tranmere Village Medical Centre","164","Hallett Avenue","Campbelltown City Council","","","South Australia","5073","Australia","AU-SA"
992112341,"Black Rock Pharmacy","","Bluff Road","Black Rock","","","Victoria","3193","Australia","AU-VIC"
5388536574,"Balcombe Road Medical Clinic","","Granary Lane","Mentone","","","Victoria","3194","Australia","AU-VIC"
6975735319,"Albion Park Rail Medical Centre","","Princes Highway","Albion Park Rail","","","New South Wales","2527","Australia","AU-NSW"
4507541302,"","282","Brunker Road","Adamstown","","","New South Wales","2289","Australia","AU-NSW"
5472109992,"Charles Pharmacy","96a","Poath Road","Hughesdale","","","Victoria","3166","Australia","AU-VIC"
6085862017,"","30","Creek Street","","Crows Nest","","Queensland","4355","Australia","AU-QLD"
5602017768,"","","Bonney Avenue","Clayfield","Clayfield","Greater Brisbane","Queensland","4011","Australia","AU-QLD"
7035357268,"Sydney Hospital","","Martin Place","Sydney","","","New South Wales","2000","Australia","AU-NSW"
6899196745,"SmileCo Dental","","The Parade","Norwood","","","South Australia","5067","Australia","AU-SA"
1793136311,"","","Westwood Drive","Burnside","","","Victoria","3023","Australia","AU-VIC"
4449962308,"","","Trainer Street","St Clair","","","South Australia","5011","Australia","AU-SA"
4248321541,"Dr Johannes Kern","15","Collins Street","Melbourne","","","Victoria","3000","Australia","AU-VIC"
7246487380,"Healesville Pharmacy","215","Maroondah Highway","","","","Victoria","3777","Australia","AU-VIC"
3919628198,"","","Gregory Street","Sandy Bay","","","Tasmania","7005","Australia","AU-TAS"
5388308538,"Mentone Dental","","Florence Street","Mentone","","","Victoria","3194","Australia","AU-VIC"
5389551379,"","","Swanston Street","Mentone","","","Victoria","3194","Australia","AU-VIC"
2708678711,"Priceline Pharmacy","","Hare Street","","","","Victoria","3564","Australia","AU-VIC"
2562217192,"Bombala Hospital","","Wellington Street","","","","New South Wales","2632","Australia","AU-NSW"
1138258516,"Pharmasave","","Warrigal Road","Chadstone","","","Victoria","3148","Australia","AU-VIC"
5279252501,"","","Tina Drive","","","","South Australia","5092","Australia","AU-SA"
2435100352,"Oxford Medical Spot","","Oxford Street","Riverstone","","","New South Wales","2762","Australia","AU-NSW"
1546700983,"","336","George Street","Brisbane City","Brisbane City","Greater Brisbane","Queensland","4004","Australia","AU-QLD"
670169655,"Capital Chemist Lyneham","","Wattle Place","Lyneham","","District of Canberra Central","","2602","Australia","AU-ACT"
1172058788,"","28","Beach Street","Frankston","","","Victoria","3199","Australia","AU-VIC"
5337688297,"Dental Surgery","","Oxford Street","Bondi Junction","","","New South Wales","2022","Australia","AU-NSW"
4066348934,"Chadstone Dentist","","Dandenong Road","Hughesdale","","","Victoria","3148","Australia","AU-VIC"
2798437005,"","99","Hardgrave Road","West End","West End","Greater Brisbane","Queensland","4101","Australia","AU-QLD"
3954597674,"Greg's Discount Chemist","","Raglan Road","North Perth","","","Western Australia","6006","Australia","AU-WA"
6392030988,"Camden Discount Pharmacy","","Argyle Street","","","","New South Wales","2570","Australia","AU-NSW"
948116717,"Helena Valley Pharmacy","","Scott Street","Helena Valley","","","Western Australia","6070","Australia","AU-WA"
7555121851,"Manning Hospital","30-38","York Street","","","","New South Wales","2430","Australia","AU-NSW"
5586992821,"The Adelaide Clinic","33","Park Terrace","Gilberton","","","South Australia","5081","Australia","AU-SA"
2953650596,"Park Avenue Pharmacy","","Kingdom Drive","Cranbourne","","","Victoria","3977","Australia","AU-VIC"
3306921653,"Southern River Family Practice","","Bristle Avenue","Southern River","","","Western Australia","6110","Australia","AU-WA"
4225187060,"South Coast Private Hospital","","Crown Street","Wollongong","","","New South Wales","2500","Australia","AU-NSW"
6696286564,"","12","Gower Street","Kensington","","","Victoria","3031","Australia","AU-VIC"
3457042575,"Chiropractor","","Goods Delivery Lane & alternative exit","Mango Hill","Mango Hill","Greater Brisbane","Queensland","4509","Australia","AU-QLD"
5797326653,"D-Zire Dental","3","Defries Avenue","Zetland","","","New South Wales","2017","Australia","AU-NSW"
4368901689,"Greenwood Plenty Dental Care","","Plenty Road Service Road","Bundoora","","","Victoria","3083","Australia","AU-VIC"
7455862482,"","23-25","Princes Way","","","","Victoria","3818","Australia","AU-VIC"
613367916,"Victorian Aboriginal Health Service","","Nicholson Street","Fitzroy","","","Victoria","3065","Australia","AU-VIC"
4388441689,"","","Burnett Street","Buderim","Buderim","","Queensland","4556","Australia","AU-QLD"
5739983877,"The Brook on Snyedes","","Windorah Drive","Point Cook","","","Victoria","3030","Australia","AU-VIC"
3792532313,"Condamine Medical Centre","","Wood Street","","","","Queensland","4370","Australia","AU-QLD"
2266702228,"St Margarets Rehabilitation Hospital","","Military Road","Semaphore South","","","South Australia","5019","Australia","AU-SA"
4067906041,"Hawker Pharmacy","72-74","Hawker Place","Hawker","","","","2614","Australia","AU-ACT"
2141293937,"Cafe Bambini","","D'Arcy Drive","Idalia","Idalia","","Queensland","4812","Australia","AU-QLD"
2075767197,"","","Philip Lane","West Pymble","","","New South Wales","2073","Australia","AU-NSW"
2689452150,"Audio Clinic","278","Springvale Road","Glen Waverley","","","Victoria","3150","Australia","AU-VIC"
1974474980,"","","Aberdour Avenue","Rouse Hill","","","New South Wales","2155","Australia","AU-NSW"
1493773028,"Cairns Apothecary","","Florence Street","Cairns City","Cairns City","","Queensland","4870","Australia","AU-QLD"
3779381831,"Flametree Cafe","","Main Western Road","North Tamborine","Tamborine Mountain","","Queensland","4272","Australia","AU-QLD"
5076265979,"Hill Crest Medical Centre","18-22","Bell Street","Heidelberg Heights","","","Victoria","3079","Australia","AU-VIC"
5908999881,"Peter Gill Medical Centre","22-28","Cambridge Street","Epping","","","New South Wales","2121","Australia","AU-NSW"
5423715481,"St Francis Medical Centre","","Holmes Street","Brunswick East","","","Victoria","3057","Australia","AU-VIC"
3798032559,"","","Keringke Crescent","","Santa Teresa","","","","Australia","AU-NT"
1084662528,"Dentist On Bourke","","Bourke Street","Redfern","","","New South Wales","2016","Australia","AU-NSW"
6322393903,"","","Selwood Court","Rowville","","","Victoria","3178","Australia","AU-VIC"
354872065,"Chemmart","","Main Road","Cardiff","","","New South Wales","2285","Australia","AU-NSW"
7027829977,"Wellington Street Medical Centre","","Norwood Street","Flemington","","","Victoria","3031","Australia","AU-VIC"
5085153296,"Mayfield Podiatry","","Waratah Street","Mayfield","","","New South Wales","2304","Australia","AU-NSW"
4918120959,"","","Vincent Street","Leederville","","","Western Australia","6007","Australia","AU-WA"
5526814731,"","140-142","Jonson Street","","","","New South Wales","2481","Australia","AU-NSW"
2329456740,"","101","Winton Road","","Joondalup","","Western Australia","6027","Australia","AU-WA"
